success,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,rt,stimulus,response,task,slider_start,question_order
,html-button-response,1,3556,0.0-1.0,100,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,77.213.212.125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,1475,"Hallo to our Music and mood online-survey by Zoe, Thomas, Miriam and Lale",0,,,
,html-button-response,2,4516,0.0-2.0,100,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,77.213.212.125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,959,"
        <p>This survey may need at most five minutes.</p>
        <p> You have to use a scale with a slider.</p>",0,instruction,,
,html-slider-response,3,9147,0.0-3.0,100,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,77.213.212.125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,4630,"<p>When I am sad, I listen to music.</p>",67,text_slider_response,50,
,html-slider-response,4,11316,0.0-4.0,100,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,77.213.212.125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,2167,"<p>When I am happy, I listen to music.</p>",98,text_slider_response,50,
,html-slider-response,5,13251,0.0-5.0,100,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,77.213.212.125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,1934,"<p>When I am angry, I listen to music.</p>",15,text_slider_response,50,
,survey-likert,6,49689,0.0-6.0-0.0,100,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,77.213.212.125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,36434,,"{""Singing"":3,""Drums"":3,""Piano"":1}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,7,65995,0.0-7.0-0.0,100,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,77.213.212.125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,16302,,"{""Singing"":1,""Drums"":1,""Piano"":2}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,8,82950,0.0-8.0-0.0,100,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,77.213.212.125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,16951,,"{""Singing"":4,""Drums"":3,""Piano"":3}",likert_survey,,"[0,1,2,3,4,5]"
true,fullscreen,0,2087,0.0-0.0,103,1,2023-07-28 12:59:03,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/114.0,Macintosh,Firefox,114.0,OS X,10.15,,,,,,
,html-button-response,1,4904,0.0-1.0,103,1,2023-07-28 12:59:03,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/114.0,Macintosh,Firefox,114.0,OS X,10.15,2815,"Hallo to our Music and mood online-survey by Zoe, Thomas, Miriam and Lale",0,,,
,html-button-response,2,8988,0.0-2.0,103,1,2023-07-28 12:59:03,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/114.0,Macintosh,Firefox,114.0,OS X,10.15,4082,"
        <p>This survey may need at most five minutes.</p>
        <p> You have to use a scale with a slider.</p>",0,instruction,,
,html-slider-response,3,18274,0.0-3.0,103,1,2023-07-28 12:59:03,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/114.0,Macintosh,Firefox,114.0,OS X,10.15,9282,"<p>When I am sad, I listen to music.</p>",13,text_slider_response,50,
,html-slider-response,4,21917,0.0-4.0,103,1,2023-07-28 12:59:03,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/114.0,Macintosh,Firefox,114.0,OS X,10.15,3639,"<p>When I am happy, I listen to music.</p>",76,text_slider_response,50,
,html-slider-response,5,26309,0.0-5.0,103,1,2023-07-28 12:59:03,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/114.0,Macintosh,Firefox,114.0,OS X,10.15,4391,"<p>When I am angry, I listen to music.</p>",7,text_slider_response,50,
,survey-likert,6,71873,0.0-6.0-0.0,103,1,2023-07-28 12:59:03,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/114.0,Macintosh,Firefox,114.0,OS X,10.15,45561,,"{""Singing"":2,""Drums"":3,""Piano"":2}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,7,108799,0.0-7.0-0.0,103,1,2023-07-28 12:59:03,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/114.0,Macintosh,Firefox,114.0,OS X,10.15,36920,,"{""Singing"":1,""Drums"":1,""Piano"":""""}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,8,147061,0.0-8.0-0.0,103,1,2023-07-28 12:59:03,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/114.0,Macintosh,Firefox,114.0,OS X,10.15,38260,,"{""Singing"":3,""Drums"":3,""Piano"":2}",likert_survey,,"[0,1,2,3,4,5]"
true,fullscreen,0,2216,0.0-0.0,98,1,2023-07-28 12:58:39,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,,,,,,
,html-button-response,1,5654,0.0-1.0,98,1,2023-07-28 12:58:39,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,3435,"Hallo to our Music and mood online-survey by Zoe, Thomas, Miriam and Lale",0,,,
,html-button-response,2,9010,0.0-2.0,98,1,2023-07-28 12:58:39,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,3353,"
        <p>This survey may need at most five minutes.</p>
        <p> You have to use a scale with a slider.</p>",0,instruction,,
,html-slider-response,3,13065,0.0-3.0,98,1,2023-07-28 12:58:39,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,4053,"<p>When I am sad, I listen to music.</p>",85,text_slider_response,50,
,html-slider-response,4,16095,0.0-4.0,98,1,2023-07-28 12:58:39,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,3027,"<p>When I am happy, I listen to music.</p>",83,text_slider_response,50,
,html-slider-response,5,18943,0.0-5.0,98,1,2023-07-28 12:58:39,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,2846,"<p>When I am angry, I listen to music.</p>",90,text_slider_response,50,
,survey-likert,6,51505,0.0-6.0-0.0,98,1,2023-07-28 12:58:39,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,32557,,"{""Singing"":3,""Drums"":3,""Piano"":4}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,7,75784,0.0-7.0-0.0,98,1,2023-07-28 12:58:39,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,24274,,"{""Singing"":1,""Drums"":4,""Piano"":4}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,8,100866,0.0-8.0-0.0,98,1,2023-07-28 12:58:39,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,25077,,"{""Singing"":4,""Drums"":4,""Piano"":4}",likert_survey,,"[0,1,2,3,4,5]"
true,fullscreen,0,2644,0.0-0.0,97,1,2023-07-28 12:58:21,7a4f6f46072172baf6cc5ed6ca5ffe46,83.91.89.189,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Macintosh,Safari,16.1,OS X,10_15_7,,,,,,
,html-button-response,1,4343,0.0-1.0,97,1,2023-07-28 12:58:21,7a4f6f46072172baf6cc5ed6ca5ffe46,83.91.89.189,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Macintosh,Safari,16.1,OS X,10_15_7,1695,"Hallo to our Music and mood online-survey by Zoe, Thomas, Miriam and Lale",0,,,
,html-button-response,2,7683,0.0-2.0,97,1,2023-07-28 12:58:21,7a4f6f46072172baf6cc5ed6ca5ffe46,83.91.89.189,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Macintosh,Safari,16.1,OS X,10_15_7,3337,"
        <p>This survey may need at most five minutes.</p>
        <p> You have to use a scale with a slider.</p>",0,instruction,,
true,fullscreen,0,2867,0.0-0.0,101,1,2023-07-28 12:58:55,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,,,,,,
,html-button-response,1,9732,0.0-1.0,101,1,2023-07-28 12:58:55,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,6858,"Hallo to our Music and mood online-survey by Zoe, Thomas, Miriam and Lale",0,,,
,html-button-response,2,13796,0.0-2.0,101,1,2023-07-28 12:58:55,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,4062,"
        <p>This survey may need at most five minutes.</p>
        <p> You have to use a scale with a slider.</p>",0,instruction,,
,html-slider-response,3,20796,0.0-3.0,101,1,2023-07-28 12:58:55,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,6996,"<p>When I am sad, I listen to music.</p>",78,text_slider_response,50,
,html-slider-response,4,23796,0.0-4.0,101,1,2023-07-28 12:58:55,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,2997,"<p>When I am happy, I listen to music.</p>",74,text_slider_response,50,
,html-slider-response,5,34212,0.0-5.0,101,1,2023-07-28 12:58:55,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,10414,"<p>When I am angry, I listen to music.</p>",49,text_slider_response,50,
,survey-likert,6,83471,0.0-6.0-0.0,101,1,2023-07-28 12:58:55,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,49254,,"{""Singing"":3,""Drums"":4,""Piano"":3}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,7,107466,0.0-7.0-0.0,101,1,2023-07-28 12:58:55,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,23990,,"{""Singing"":3,""Drums"":1,""Piano"":3}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,8,145569,0.0-8.0-0.0,101,1,2023-07-28 12:58:55,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,38099,,"{""Singing"":3,""Drums"":3,""Piano"":3}",likert_survey,,"[0,1,2,3,4,5]"
true,fullscreen,9,146575,0.0-9.0,101,1,2023-07-28 12:58:55,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,,,,,,
,html-keyboard-response,10,148897,0.0-10.0,101,1,2023-07-28 12:58:55,7a4f6f46072172baf6cc5ed6ca5ffe46,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,2317,Thank you for your participation. You may now close the window.,escape,,,
true,fullscreen,0,1956,0.0-0.0,99,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,82.153.30.103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,,,,,,
,html-button-response,1,3610,0.0-1.0,99,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,82.153.30.103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,1650,"Hallo to our Music and mood online-survey by Zoe, Thomas, Miriam and Lale",0,,,
,html-button-response,2,4845,0.0-2.0,99,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,82.153.30.103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,1233,"
        <p>This survey may need at most five minutes.</p>
        <p> You have to use a scale with a slider.</p>",0,instruction,,
,html-slider-response,3,20306,0.0-3.0,99,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,82.153.30.103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,15458,"<p>When I am sad, I listen to music.</p>",100,text_slider_response,50,
,html-slider-response,4,23279,0.0-4.0,99,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,82.153.30.103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,2971,"<p>When I am happy, I listen to music.</p>",100,text_slider_response,50,
,html-slider-response,5,25298,0.0-5.0,99,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,82.153.30.103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,2017,"<p>When I am angry, I listen to music.</p>",100,text_slider_response,50,
,survey-likert,6,60496,0.0-6.0-0.0,99,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,82.153.30.103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,35193,,"{""Singing"":4,""Drums"":3,""Piano"":4}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,7,86111,0.0-7.0-0.0,99,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,82.153.30.103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,25609,,"{""Singing"":2,""Drums"":3,""Piano"":3}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,8,97699,0.0-8.0-0.0,99,1,2023-07-28 12:58:52,7a4f6f46072172baf6cc5ed6ca5ffe46,82.153.30.103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,11583,,"{""Singing"":4,""Drums"":4,""Piano"":4}",likert_survey,,"[0,1,2,3,4,5]"
true,fullscreen,0,2439,0.0-0.0,105,1,2023-07-28 13:00:20,7a4f6f46072172baf6cc5ed6ca5ffe46,87.61.103.151,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,,,,,,
,html-button-response,1,5289,0.0-1.0,105,1,2023-07-28 13:00:20,7a4f6f46072172baf6cc5ed6ca5ffe46,87.61.103.151,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,2848,"Hallo to our Music and mood online-survey by Zoe, Thomas, Miriam and Lale",0,,,
,html-button-response,2,8836,0.0-2.0,105,1,2023-07-28 13:00:20,7a4f6f46072172baf6cc5ed6ca5ffe46,87.61.103.151,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,3546,"
        <p>This survey may need at most five minutes.</p>
        <p> You have to use a scale with a slider.</p>",0,instruction,,
,html-slider-response,3,13322,0.0-3.0,105,1,2023-07-28 13:00:20,7a4f6f46072172baf6cc5ed6ca5ffe46,87.61.103.151,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,4484,"<p>When I am sad, I listen to music.</p>",82,text_slider_response,50,
,html-slider-response,4,15697,0.0-4.0,105,1,2023-07-28 13:00:20,7a4f6f46072172baf6cc5ed6ca5ffe46,87.61.103.151,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,2373,"<p>When I am happy, I listen to music.</p>",93,text_slider_response,50,
