success,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,rt,stimulus,response,task,timeout,failed_images,failed_audio,failed_video,question_order
,survey-multi-select,6,93050,0.0-6.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,38814,,"{""image_response1"":[""Courgette"",""Potato"",""Avocado"",""Bread"",""Donut"",""Lemon"",""Orange"",""Strawberry"",""Aubergine"",""Cucumber"",""Pommegranate"",""Apple"",""Tomato"",""Croissant"",""Crisps"",""Salmon"",""Bell pepper""]}",multi_select1,,,,,[0]
,audio-button-response,7,108880,0.0-7.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,15598,metal_audio_1.wav,0,audio_button2,,,,,
,image-button-response,8,128865,0.0-8.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,19983,image_2.jpg,0,image_button2,,,,,
,survey-multi-select,9,175539,0.0-9.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,46662,,"{""image_response2"":[""Clownfish"",""Bee"",""Flower"",""Elephant"",""Volcano"",""Shark"",""Polar bear"",""Rainbow"",""Parrot"",""Helicopter"",""Thunder"",""Boat"",""Moon"",""Dolphin"",""Butterfly"",""Ant""]}",multi_select2,,,,,[0]
,audio-button-response,10,192001,0.0-10.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,16208,metal_audio_2.wav,0,audio_button3,,,,,
,image-button-response,11,233145,0.0-11.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,41141,image_3.jpg,0,image_button3,,,,,
,survey-multi-select,12,246753,0.0-12.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,13601,,"{""image_response3"":[""Heart"",""Liver"",""Muscle"",""Kidney"",""Brain"",""Intestines"",""Blood"",""Surgery"",""Brokenbone"",""Coffee"",""Alcohol"",""Virus"",""Bandage""]}",multi_select3,,,,,[0]
,audio-button-response,13,263441,0.0-13.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,16248,classic_audio_2.wav,0,audio_button4,,,,,
,image-button-response,14,286921,0.0-14.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,23479,image_4.jpg,0,image_button4,,,,,
,survey-multi-select,15,317227,0.0-15.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,30296,,"{""image_response4"":[""Bed"",""Spatula"",""Cutlery"",""Toilet"",""Bottle"",""Toothbrush"",""Hanger"",""Mirror"",""Pillow""]}",multi_select4,,,,,[0]
